Time,mean_z_trans,Mod_R_deltaTMyr_z_trans
258.4,,
258.5,,
258.6,,
258.7,,
258.8,,
258.9,,
259.0,,
259.1,,
259.2,,
259.3,,
259.4,,
259.5,,
259.6,,
259.7,,
259.8,,
259.9,,
260.0,,
260.1,,
260.2,,
260.3,,
260.4,,
260.5,,
260.6,,
260.7,,
260.8,,
260.9,,
261.0,,
261.1,,
261.2,,
261.3,,
261.4,,
261.5,,
261.6,,
261.7,,
261.8,,
261.9,,
262.0,,
262.1,,
262.2,,
262.3,,
262.4,,
262.5,,
262.6,,
262.7,,
262.8,,
262.9,,
263.0,,
263.1,,
263.2,,
263.3,,
263.4,,
263.5,,
263.6,,
263.7,,
263.8,,
263.9,,
264.0,,
264.1,,
264.2,,
264.3,,
264.4,,
264.5,,
264.6,,
264.7,,
264.8,,
264.9,,
265.0,,
265.1,-1.4353900124560393,1.184505420683113
265.2,,
265.3,,
265.4,,
265.5,,
265.6,,
265.7,,
265.8,,
265.9,,
266.0,,
266.1,,
266.2,,
266.3,,
266.4,,
266.5,,
266.6,,
266.7,,
266.8,,
266.9,,
267.0,,
267.1,,
267.2,,
267.3,,
267.4,,
267.5,,
267.6,,
267.7,,
267.8,,
267.9,,
268.0,,
268.1,,
268.2,,
268.3,,
268.4,,
268.5,,
268.6,,
268.7,,
268.8,-0.7679605111129735,-0.7127961157950811
268.9,,
269.0,,
269.1,,
269.2,,
269.3,,
269.4,,
269.5,,
269.6,,
269.7,,
269.8,,
269.9,,
270.0,,
270.1,,
270.2,,
270.3,,
270.4,,
270.5,,
270.6,,
270.7,,
270.8,,
270.9,,
271.0,,
271.1,,
271.2,,
271.3,,
271.4,,
271.5,,
271.6,,
271.7,,
271.8,,
271.9,,
272.0,,
272.1,,
272.2,,
272.3,,
272.4,,
272.5,,
272.6,,
272.7,,
272.8,,
272.9,,
273.0,,
273.1,,
273.2,,
273.3,,
273.4,,
273.5,,
273.6,,
273.7,,
273.8,,
273.9,,
274.0,,
274.1,,
274.2,,
274.3,,
274.4,,
274.5,,
274.6,,
274.7,,
274.8,,
274.9,,
275.0,,
275.1,,
275.2,,
275.3,,
275.4,,
275.5,,
275.6,,
275.7,,
275.8,,
275.9,,
276.0,,
276.1,,
276.2,,
276.3,,
276.4,,
276.5,,
276.6,,
276.7,,
276.8,,
276.9,,
277.0,,
277.1,,
277.2,,
277.3,,
277.4,,
277.5,,
277.6,,
277.7,,
277.8,,
277.9,,
278.0,,
278.1,,
278.2,,
278.3,,
278.4,,
278.5,,
278.6,,
278.7,,
278.8,,
278.9,,
279.0,,
279.1,,
279.2,,
279.3,,
279.4,,
279.5,,
279.6,,
279.7,,
279.8,,
279.9,,
280.0,,
280.1,,
280.2,,
280.3,,
280.4,,
280.5,,
280.6,,
280.7,,
280.8,,
280.9,,
281.0,,
281.1,,
281.2,,
281.3,,
281.4,,
281.5,,
281.6,,
281.7,,
281.8,,
281.9,,
282.0,,
282.1,,
282.2,,
282.3,,
282.4,,
282.5,,
282.6,,
282.7,,
282.8,,
282.9,,
283.0,,
283.1,,
283.2,,
283.3,,
283.4,,
283.5,,
283.6,,
283.7,,
283.8,,
283.9,,
284.0,,
284.1,,
284.2,,
284.3,,
284.4,,
284.5,,
284.6,,
284.7,,
284.8,,
284.9,,
285.0,,
285.1,,
285.2,,
285.3,,
285.4,,
285.5,,
285.6,,
285.7,,
285.8,,
285.9,,
286.0,,
286.1,,
286.2,,
286.3,,
286.4,,
286.5,,
286.6,,
286.7,,
286.8,,
286.9,,
287.0,,
287.1,,
287.2,,
287.3,,
287.4,,
287.5,,
287.6,,
287.7,,
287.8,,
287.9,,
288.0,,
288.1,,
288.2,,
288.3,,
288.4,,
288.5,,
288.6,,
288.7,,
288.8,,
288.9,,
289.0,,
289.1,,
289.2,,
289.3,,
289.4,,
289.5,,
289.6,,
289.7,,
289.8,,
289.9,,
290.0,,
290.1,-1.0264023708378387,-0.3074559883815329
