Locality,cc,id,Taxon,MaxAge,MinAge,Rotated Lat,Rotated Lon,Area
La Rioja,AR,3394,Chiniquodon,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3393,Massetognathus,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3392,Probainognathus,242.0,237.0,-49.9808,-33.9335,1
Oklahoma,US,3387,Cotylorhynchus,273.01,264.28,2.6894,-35.9903,1
Oklahoma,US,3386,Cotylorhynchus,273.01,264.28,2.6894,-35.9903,1
Oklahoma,US,3385,Angelosaurus,273.01,264.28,2.6894,-35.9903,1
Oklahoma,US,3384,Cotylorhynchus,273.01,264.28,2.6894,-35.9903,1
Oklahoma,US,3383,Varanodon,273.01,264.28,2.6894,-35.9903,1
Oklahoma,US,3382,Cotylorhynchus,273.01,264.28,2.6894,-35.9903,1
Oklahoma,US,3381,Angelosaurus,273.01,264.28,2.6894,-35.9903,1
Tatarstan,RU,3380,Ulemosaurus,266.9,259.51,40.1271,34.4515,1
Tatarstan,RU,3379,Ulemica,266.9,259.51,40.1271,34.4515,1
Arkhangelsk,RU,3377,Elph,264.28,256.8,44.0349,28.9755,1
Arkhangelsk,RU,3378,Elph,264.28,256.8,44.0349,28.9755,1
Arkhangelsk,RU,3376,Elph,264.28,256.8,44.0349,28.9755,1
Texas,US,3375,Dimetrodon,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3374,Ophiacodon,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3373,Dimetrodon,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3372,Ophiacodon,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3371,Dimetrodon,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3370,Dimetrodon,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3369,Edaphosaurus,293.52,290.1,-2.9673,-38.9083,1
Texas,US,3368,Ophiacodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3367,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3366,Edaphosaurus,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3365,Ophiacodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3364,Dimetrodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3363,Ophiacodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3362,Dimetrodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3361,Dimetrodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3360,Edaphosaurus,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3359,Ophiacodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3358,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3357,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3356,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3355,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3354,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3353,Edaphosaurus,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3352,Ophiacodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3351,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3350,Secodontosaurus,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3349,Dimetrodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3348,Edaphosaurus,290.1,283.5,-0.73,-37.6741,1
Texas,US,3347,Varanosaurus,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3346,Ophiacodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3345,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3344,Ophiacodon,290.1,283.5,-0.73,-37.6741,1
Texas,US,3343,Secodontosaurus,290.1,283.5,-0.73,-37.6741,1
Texas,US,3342,Edaphosaurus,290.1,283.5,-0.73,-37.6741,1
Texas,US,3341,Dimetrodon,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3340,Ophiacodon,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3339,Dimetrodon,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3338,Ophiacodon,290.1,273.01,-0.73,-37.6741,1
Texas,US,3337,Dimetrodon,290.1,273.01,-0.73,-37.6741,1
Texas,US,3336,Dimetrodon,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3335,Varanosaurus,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3334,Ophiacodon,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3333,Dimetrodon,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3332,Glaucosaurus,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3331,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3330,Ophiacodon,290.1,273.01,-0.73,-37.6741,1
Texas,US,3329,Dimetrodon,290.1,273.01,-0.73,-37.6741,1
Texas,US,3328,Ophiacodon,290.1,273.01,-0.73,-37.6741,1
Texas,US,3327,Secodontosaurus,290.1,273.01,-0.73,-37.6741,1
Texas,US,3326,Dimetrodon,290.1,273.01,-0.73,-37.6741,1
Texas,US,3325,Varanosaurus,283.5,273.01,1.0593,-36.5887,1
Texas,US,3324,Tetraceratops,283.5,273.01,1.0593,-36.5887,1
Texas,US,3323,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3322,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3321,Edaphosaurus,283.5,273.01,1.0593,-36.5887,1
Texas,US,3320,Edaphosaurus,283.5,273.01,1.0593,-36.5887,1
Texas,US,3319,Varanops,283.5,273.01,1.0593,-36.5887,1
Texas,US,3318,Ophiacodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3317,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3316,Edaphosaurus,283.5,273.01,1.0593,-36.5887,1
Texas,US,3315,Casea,283.5,273.01,1.0593,-36.5887,1
Texas,US,3314,Ophiacodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3313,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3312,Edaphosaurus,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3311,Ophiacodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3310,Dimetrodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3309,Trichasaurus,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3308,Dimetrodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3307,Ophiacodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3306,Ophiacodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3305,Ophiacodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3304,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3303,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Texas,US,3302,Ophiacodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3301,Ophiacodon,283.5,273.01,-1.1855,-37.6892,1
Texas,US,3300,Dimetrodon,293.52,283.5,-2.9673,-38.9083,1
Orenburg,RU,3299,Rhadiodromus,247.2,242.0,48.8243,42.2106,1
Tatarstan,RU,3298,Inostrancevia,264.28,254.14,43.046,36.2856,1
Tatarstan,RU,3297,Vivaxosaurus,264.28,254.14,43.046,36.2856,1
Western Cape,ZA,3296,Gorgonops,264.28,259.51,-62.7516,-22.8072,1
North Carolina,US,3295,Plinthogomphodon,237.0,208.5,-0.5164,-22.3104,1
Texas,US,3294,Edaphosaurus,298.9,290.1,-2.7466,-38.9219,1
Texas,US,3293,Dimetrodon,298.9,290.1,-2.7466,-38.9219,1
Marrakech,MA,3291,Moghreberia,237.0,201.4,5.2142,-4.8883,1
Marrakech,MA,3292,Moghreberia,237.0,201.4,5.2142,-4.8883,1
San Juan,AR,3286,Ischigualastia,237.0,227.0,-52.0012,-29.5316,1
San Juan,AR,3287,Ischigualastia,237.0,227.0,-52.0012,-29.5316,1
San Juan,AR,3288,Ischigualastia,237.0,227.0,-52.0012,-29.5316,1
San Juan,AR,3289,Ischigualastia,237.0,227.0,-52.0012,-29.5316,1
San Juan,AR,3290,Ischigualastia,237.0,227.0,-52.0012,-29.5316,1
Texas,US,3285,Dimetrodon,283.5,273.01,-1.1855,-37.6892,1
New Mexico,US,3284,Elcabrosaurus,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3275,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3276,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3277,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3278,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3279,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3280,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3281,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3282,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
New Mexico,US,3283,Ophiacodon,303.7,298.9,4.6147,-41.8361,1
KwaZulu-Natal,ZA,3274,Olivierosuchus,251.902,247.2,-60.8807,-1.1886,1
KwaZulu-Natal,ZA,3273,Thrinaxodon,251.902,247.2,-60.8807,-1.1886,1
KwaZulu-Natal,ZA,3272,Tetracynodon,251.902,247.2,-60.8807,-1.1886,1
Lorraine,FR,3271,Brachyzostrodon,208.5,201.4,37.6253,13.0683,1
Rio Grande do Sul,BR,3270,Stahleckeria,242.0,237.0,-49.0435,-14.582,1
Rio Grande do Sul,BR,3269,Dinodontosaurus,242.0,237.0,-49.0435,-14.582,1
Western Cape,ZA,3268,Pristerognathus,264.28,259.51,-62.7516,-22.8072,1
Western Cape,ZA,3267,Diictodon,264.28,259.51,-62.7516,-22.8072,1
Ruvuma,TZ,3266,Dicynodon,259.51,254.14,-47.7841,17.7482,1
Ruvuma,TZ,3265,Platypodosaurus,259.51,254.14,-47.7841,17.7482,1
Virginia,US,3264,Boreogomphodon,237.0,227.0,1.9826,-22.3794,1
Virginia,US,3263,Microconodon,237.0,227.0,1.9826,-22.3794,1
Arizona,US,3262,Placerias,227.0,208.5,1.3531,-47.1801,1
Sachsen-Anhalt,DE,3261,Thomasia,208.5,201.4,42.7067,10.1418,1
North Carolina,US,3260,Placerias,237.0,227.0,-0.5164,-22.3104,1
San Juan,AR,3259,Chiniquodon,237.0,227.0,-52.0012,-29.5316,1
Texas,US,3258,Rewaconodon,227.0,208.5,-1.4701,-41.4649,1
Rio Grande do Sul,BR,3257,Stahleckeria,242.0,237.0,-49.0435,-14.582,1
Rio Grande do Sul,BR,3256,Exaeretodon,242.0,237.0,-49.0435,-14.582,1
Prince Edward Island,CA,3255,Dimetrodon,290.1,283.5,4.541,-10.1596,1
Lorraine,FR,3254,Theroteinus,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3253,Tricuspes,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3252,Thomasia,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3251,Thomasia,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3250,Thomasia,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3249,Thomasia,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3248,Thomasia,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3247,Morganucodon,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3246,Morganucodon,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3245,Helvetiodon,208.5,201.4,37.6253,13.0683,1
Schaffhausen,CH,3244,Hallautherium,208.5,201.4,37.6253,13.0683,1
Arizona,US,3243,Placerias,227.0,208.5,1.3531,-47.1801,1
San Juan,AR,3240,Exaeretodon,237.0,227.0,-52.0012,-29.5316,1
San Juan,AR,3241,Exaeretodon,237.0,227.0,-52.0012,-29.5316,1
San Juan,AR,3242,Exaeretodon,237.0,227.0,-52.0012,-29.5316,1
Colorado,US,3239,Pentasauropus,227.0,208.5,3.8468,-47.0031,1
Rio Grande do Sul,BR,3238,Riograndia,227.0,208.5,-46.1164,-4.6554,1
Luxemburg,LU,3237,Pseudotriconodon,216.7,213.2,32.5932,9.3339,1
Luxemburg,LU,3236,Tricuspes,216.7,213.2,32.5932,9.3339,1
Luxemburg,LU,3235,Gaumia,216.7,213.2,32.5932,9.3339,1
Rio Grande do Sul,BR,3234,Gomphodontosuchus,237.0,208.5,-49.4771,-10.0175,1
Marrakech,MA,3233,Moghreberia,237.0,227.0,5.2142,-4.8883,1
Marrakech,MA,3232,Moghreberia,237.0,227.0,5.2142,-4.8883,1
Marrakech,MA,3231,Moghreberia,237.0,227.0,5.2142,-4.8883,1
La Rioja,AR,3230,Chiniquodon,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3229,Probainognathus,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3228,Massetognathus,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3227,Massetognathus,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3226,Massetognathus,242.0,237.0,-49.9808,-33.9335,1
La Rioja,AR,3225,Massetognathus,242.0,237.0,-49.9808,-33.9335,1
Franche-Comte,FR,3224,Thomasia,208.5,201.4,37.6253,13.0683,1
Texas,US,3223,Dimetrodon,283.5,273.01,0.2573,-40.5036,1
Oklahoma,US,3222,Oromycter,290.1,283.5,-0.73,-37.6741,1
Oklahoma,US,3221,Mycterosaurus,290.1,283.5,-0.73,-37.6741,1
Oklahoma,US,3218,Varanops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,US,3219,Varanops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,US,3220,Varanops,290.1,283.5,-0.73,-37.6741,1
Luxemburg,LU,3217,Tricuspes,208.5,201.4,39.2981,10.6283,1
Luxemburg,LU,3216,Tricuspes,208.5,201.4,39.2981,10.6283,1
Luxemburg,LU,3215,Pseudotriconodon,208.5,201.4,39.2981,10.6283,1
Luxemburg,LU,3214,Thomasia,208.5,201.4,39.2981,10.6283,1
Luxemburg,LU,3213,Kuehneotherium,208.5,201.4,39.2981,10.6283,1
Oklahoma,US,3212,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
Oklahoma,US,3211,Edaphosaurus,283.5,273.01,1.0593,-36.5887,1
Texas,US,3210,Varanops,286.1,273.01,-1.5505,-41.5857,1
Belgium,BE,3209,Habayia,208.5,201.4,37.5366,8.5285,1
Eastern Cape,ZA,3208,Lumkuia,247.2,242.0,-63.335,-9.9696,1
Texas,US,3207,Mycterosaurus,290.1,273.01,-2.9808,-38.7628,1
Rio Grande do Sul,BR,3206,Chiniquodon,242.0,237.0,-49.0435,-14.582,1
Rio Grande do Sul,BR,3205,Gomphodontosuchus,237.0,208.5,-49.4771,-10.0175,1
Rio Grande do Sul,BR,3204,Stahleckeria,242.0,237.0,-49.0435,-14.582,1
Rio Grande do Sul,BR,3203,Traversodon,242.0,237.0,-49.0435,-14.582,1
Lorraine,FR,3202,Meurthodon,208.5,201.4,37.6253,13.0683,1
Eastern Cape,ZA,3201,Pachydectes,264.28,259.51,-65.1824,-18.1919,1
Eastern Cape,ZA,3200,Patranomodon,266.9,264.28,-65.2444,-28.4547,1
Eastern Cape,ZA,3199,Eodicynodon,273.01,259.51,-66.2903,-29.7941,1
Rio Grande do Sul,BR,3198,Brasilitherium,227.0,208.5,-46.1164,-4.6554,1
Texas,US,3197,Dimetrodon,283.5,273.01,0.2573,-40.5036,1
Texas,US,3196,Eothyris,290.1,283.5,-2.9808,-38.7628,1
Texas,US,3195,Casea,286.1,273.01,0.6581,-40.4143,1
Aveyron,FR,3194,Euromycter,290.1,273.01,8.5359,16.519,1
Oklahoma,US,3193,Cotylorhynchus,283.5,273.01,1.0593,-36.5887,1
Texas,US,3192,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3190,Angelosaurus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3191,Angelosaurus,283.5,266.9,0.2573,-40.5036,1
Arkhangelsk,RU,3185,Ennatosaurus,273.01,264.28,41.276,19.3882,1
Arkhangelsk,RU,3186,Ennatosaurus,273.01,264.28,41.276,19.3882,1
Arkhangelsk,RU,3187,Ennatosaurus,273.01,264.28,41.276,19.3882,1
Arkhangelsk,RU,3188,Ennatosaurus,273.01,264.28,41.276,19.3882,1
Arkhangelsk,RU,3189,Ennatosaurus,273.01,264.28,41.276,19.3882,1
Bashkortostan,RU,3184,Phreatophasma,276.5,266.9,36.8962,36.2617,1
Texas,US,3183,Ophiacodon,286.1,273.01,-2.9808,-38.7628,1
Illinois,US,3182,Clepsydrops,305.9,303.7,0.456,-27.6087,1
Burgundy,FR,3181,Stereorhachis,307.4,300.3,9.6624,15.1988,1
Ohio,US,3180,Baldwinonus,298.9,290.1,-0.4818,-24.8936,1
Texas,US,3179,Stereophallodon,298.9,286.1,-2.7466,-38.9219,1
Kansas,US,3178,Ophiacodon,293.52,283.5,1.5129,-36.6877,1
New Mexico,US,3177,Edaphosaurus,298.9,286.1,2.4804,-43.1405,1
Silesia,PL,3176,Datheosaurus,300.3,297.7,16.0936,19.7625,1
Burgundy,FR,3175,Haptodus,290.1,283.5,10.6131,15.1081,1
England,UK,3174,Hypselohaptodus,298.9,293.52,12.7951,10.33,1
Kansas,US,3173,Haptodus,305.9,303.7,0.3973,-33.9668,1
New Mexico,US,3172,Sphenacodon,298.9,286.1,2.4804,-43.1405,1
Ohio,US,3171,Ctenospondylus,293.52,290.1,-0.5077,-24.9119,1
Texas,US,3170,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Illinois,US,3169,Milosaurus,307.4,298.9,0.456,-27.6087,1
New Mexico,US,3168,Ameghinichnus,227.0,208.5,1.3572,-44.289,1
New Mexico,US,3167,Pseudotriconodon,227.0,208.5,1.3572,-44.289,1
New Mexico,US,3166,Redondagnathus,227.0,208.5,1.3572,-44.289,1
Lesotho,LS,3165,Pentasauropus,237.0,208.5,-60.911,8.5385,1
Lesotho,LS,3164,Pentasauropus,227.0,201.4,-56.0316,14.4488,1
Arizona,US,3163,Placerias,227.0,208.5,1.3531,-47.1801,1
Hesse,DE,3162,Procynosuchus,259.51,254.14,26.351,18.5943,1
Oklahoma,US,3161,Dimetrodon,283.5,273.01,1.0593,-36.5887,1
New Mexico,US,3157,Oedaleops,303.7,286.1,2.4804,-43.1405,1
New Mexico,US,3158,Oedaleops,303.7,286.1,2.4804,-43.1405,1
New Mexico,US,3159,Oedaleops,303.7,286.1,2.4804,-43.1405,1
New Mexico,US,3160,Oedaleops,303.7,286.1,2.4804,-43.1405,1
New Mexico,US,3154,Aerosaurus,303.7,286.1,2.4804,-43.1405,1
New Mexico,US,3155,Aerosaurus,303.7,286.1,2.4804,-43.1405,1
New Mexico,US,3156,Aerosaurus,303.7,286.1,2.4804,-43.1405,1
Andhra Pradesh,IN,3124,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3125,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3126,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3127,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3128,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3129,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3130,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3131,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3132,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3133,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3134,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3135,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3136,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3137,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3138,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3139,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3140,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3141,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3142,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3143,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3144,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3145,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3146,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3147,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3148,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3149,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3150,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3151,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3152,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3153,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3118,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3119,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3120,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3121,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3122,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3123,Endothiodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3117,Oudenodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3116,Dicynodontoides,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3115,Sauroscaptor,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3111,Sauroscaptor,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3112,Sauroscaptor,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3113,Sauroscaptor,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3114,Sauroscaptor,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3106,Pristerodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3107,Pristerodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3108,Pristerodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3109,Pristerodon,259.51,254.14,-42.2372,55.9053,1
Andhra Pradesh,IN,3110,Pristerodon,259.51,254.14,-42.2372,55.9053,1
Oklahoma,US,3105,Dimetrodon,290.1,283.5,-0.73,-37.6741,1
Oklahoma,US,3104,Edaphosaurus,290.1,283.5,-0.73,-37.6741,1
Oklahoma,US,3103,Ophiacodon,286.1,273.01,1.5211,-36.5866,1
Oklahoma,US,3102,Dimetrodon,286.1,273.01,1.5211,-36.5866,1
Oklahoma,US,3101,Dimetrodon,286.1,273.01,1.5211,-36.5866,1
Oklahoma,US,3100,Edaphosaurus,286.1,273.01,1.5211,-36.5866,1
Texas,US,3098,Mycterosaurus,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3099,Mycterosaurus,290.1,273.01,-2.9808,-38.7628,1
Texas,US,3083,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3084,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3085,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3086,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3087,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3088,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3089,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3090,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3091,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3092,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3093,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3094,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3095,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3096,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3097,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3081,Gorgodon,283.5,266.9,0.2573,-40.5036,1
Texas,US,3082,Gorgodon,283.5,266.9,0.2573,-40.5036,1
Texas,US,3079,Knoxosaurus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3080,Knoxosaurus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3078,Cotylorhynchus,283.5,266.9,0.2573,-40.5036,1
Texas,US,3077,Caseopsis,283.5,266.9,0.2573,-40.5036,1
