id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range
25,837010,837010,6.088668,Vancleavea,208.5,201.4,Late Triassic,"(208.5, 201.4)"
26,830855,830855,6.739012,Hypuronector,227.0,208.5,Late Triassic,"(227.0, 208.5)"
27,830859,830859,6.739012,Hypuronector,227.0,208.5,Late Triassic,"(227.0, 208.5)"
28,283819,283819,40.08932,Arcticodactylus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
29,777702,777702,32.92995,Preondactylus,216.7,208.5,Late Triassic,"(216.7, 208.5)"
30,841811,841811,32.92995,Austriadactylus,216.7,208.5,Late Triassic,"(216.7, 208.5)"
31,146084,146084,6.739012,Icarosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
32,146085,146085,6.739012,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
33,149845,149845,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
34,149917,149917,-1.470099,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
35,149917,149917,-1.470099,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
36,149918,149918,-1.470099,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
37,149919,149919,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
38,149988,149988,32.59323,Efraasia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
39,220070,220070,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
40,220071,220071,30.98263,Aetosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
41,220072,220072,30.98263,Saltoposuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
42,220073,220073,30.98263,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
43,220082,220082,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
44,220082,220082,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
45,220083,220083,30.98263,Proganochelys,227.0,208.5,Late Triassic,"(227.0, 208.5)"
46,220083,220083,30.98263,Proganochelys,227.0,208.5,Late Triassic,"(227.0, 208.5)"
47,220083,220083,30.98263,Proganochelys,227.0,208.5,Late Triassic,"(227.0, 208.5)"
48,220084,220084,30.98263,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
49,283826,283826,40.08932,Aetosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
50,283826,283826,40.08932,Aetosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
51,283828,283828,40.08932,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
52,283860,283860,40.08932,Issi,227.0,208.5,Late Triassic,"(227.0, 208.5)"
53,360364,360364,-50.49719,Zupaysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
54,385301,385301,-56.03159,Melanorosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
55,385607,385607,-56.03159,Plateosauravus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
56,385607,385607,-56.03159,Plateosauravus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
57,385607,385607,-56.03159,Plateosauravus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
58,385607,385607,-56.03159,Plateosauravus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
59,406864,406864,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
60,406867,406867,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
61,406869,406869,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
62,406872,406872,1.353064,Camposaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
63,406876,406876,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
64,407766,407766,1.353064,Tanytrachelos,227.0,208.5,Late Triassic,"(227.0, 208.5)"
65,407767,407767,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
66,407768,407768,1.353064,Parasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
67,407776,407776,1.353064,Acaenasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
68,423245,423245,1.353064,Poposaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
69,423280,423280,1.353064,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
70,423281,423281,1.353064,Poposaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
71,423285,423285,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
72,423286,423286,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
73,423288,423288,1.353064,Tanytrachelos,227.0,208.5,Late Triassic,"(227.0, 208.5)"
74,461293,461293,-46.11636,Unaysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
75,475078,475078,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
76,475079,475079,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
77,475081,475081,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
78,479381,479381,32.59323,Teratosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
79,479563,479563,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
80,483859,483859,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
81,483884,483884,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
82,484673,484673,1.357201,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
83,484986,484986,1.353064,Chindesaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
84,484986,484986,1.353064,Chindesaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
85,484987,484987,1.353064,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
86,486103,486103,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
87,486104,486104,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
88,486145,486145,29.0864,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
89,486146,486146,29.0864,Gresslyosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
90,486393,486393,34.47747,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
91,486395,486395,34.47747,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
92,486405,486405,32.59323,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
93,486408,486408,32.59323,Gresslyosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
94,486412,486412,34.47747,Ruehleia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
95,486412,486412,34.47747,Ruehleia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
96,486413,486413,34.47747,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
97,486413,486413,34.47747,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
98,490747,490747,1.357201,Gojirasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
99,490749,490749,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
100,490750,490750,1.357201,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
101,490751,490751,1.357201,Rioarribasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
102,490752,490752,1.357201,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
103,490754,490754,1.357201,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
104,490757,490757,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
105,490758,490758,1.353064,Hesperosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
106,490763,490763,1.353064,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
107,490769,490769,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
108,504257,504257,30.98263,Eudimorphodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
109,513572,513572,-50.49719,Coloradisaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
110,513603,513603,-50.49719,Riojasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
111,517573,517573,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
112,517577,517577,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
113,517578,517578,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
114,517585,517585,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
115,517592,517592,1.353064,Krzyzanowskisaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
116,517595,517595,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
117,517597,517597,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
118,517601,517601,1.353064,Scutarx,227.0,208.5,Late Triassic,"(227.0, 208.5)"
119,517603,517603,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
120,517609,517609,1.353064,Acaenasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
121,517610,517610,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
122,517611,517611,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
123,517612,517612,1.357201,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
124,517613,517613,1.357201,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
125,517621,517621,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
126,517622,517622,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
127,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
128,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
129,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
130,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
131,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
132,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
133,521670,521670,1.353064,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
134,528637,528637,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
135,528638,528638,3.836582,Eucoelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
136,528639,528639,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
137,528640,528640,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
138,528641,528641,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
139,528642,528642,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
140,528643,528643,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
141,528644,528644,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
142,528645,528645,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
143,530454,530454,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
144,530455,530455,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
145,536062,536062,-46.11636,Sacisaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
146,536068,536068,-46.11636,Guaibasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
147,536068,536068,-46.11636,Guaibasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
148,536430,536430,3.837634,Grallator,227.0,208.5,Late Triassic,"(227.0, 208.5)"
149,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
150,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
151,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
152,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
153,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
154,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
155,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
156,539206,539206,-50.49719,Lessemsaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
157,539206,539206,-50.49719,Lessemsaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
158,539206,539206,-50.49719,Lessemsaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
159,545159,545159,-1.470099,Tecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
160,545160,545160,1.353064,Tecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
161,545161,545161,1.357201,Lucianosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
162,557168,557168,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
163,557172,557172,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
164,557172,557172,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
165,557172,557172,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
166,557173,557173,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
167,557174,557174,1.353064,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
168,557175,557175,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
169,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
170,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
171,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
172,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
173,557182,557182,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
174,559094,559094,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
175,559095,559095,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
176,561802,561802,-50.49719,Riojasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
177,562834,562834,-1.470099,Technosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
178,562835,562835,-1.470099,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
179,562836,562836,-1.470099,Protoavis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
180,562836,562836,-1.470099,Protoavis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
181,562836,562836,-1.470099,Protoavis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
182,562837,562837,-1.470099,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
183,562843,562843,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
184,562846,562846,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
185,562847,562847,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
186,566949,566949,6.739012,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
187,572546,572546,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
188,572551,572551,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
189,572552,572552,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
190,572553,572553,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
191,572562,572562,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
192,572567,572567,1.353064,Poposaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
193,572571,572571,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
194,572572,572572,1.353064,Stagonolepis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
195,572586,572586,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
196,572593,572593,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
197,572595,572595,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
198,572614,572614,-1.470099,Diphydontosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
199,572615,572615,-1.470099,Planocephalosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
200,572616,572616,-1.470099,Fraserosphenodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
201,572619,572619,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
202,572632,572632,-1.470099,Protecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
203,572633,572633,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
204,572634,572634,-1.470099,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
205,572650,572650,-1.470099,Paleollanosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
206,572651,572651,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
207,572673,572673,-1.470099,Protecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
208,572674,572674,-1.470099,Protecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
209,572675,572675,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
210,572676,572676,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
211,572677,572677,-1.470099,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
212,572678,572678,-1.470099,Tecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
213,589407,589407,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
214,590148,590148,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
215,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
216,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
217,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
218,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
219,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
220,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
221,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
222,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
223,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
224,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
225,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
226,590151,590151,3.836582,Rioarribasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
227,590152,590152,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
228,593107,593107,9.712786,Erpetosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
229,627521,627521,-1.470099,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
230,627729,627729,-1.470099,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
231,627731,627731,-1.470099,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
232,632302,632302,32.59323,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
233,632303,632303,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
234,632304,632304,32.59323,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
235,668537,668537,-46.11636,Teyumbaita,227.0,208.5,Late Triassic,"(227.0, 208.5)"
236,690297,690297,3.836582,Dromomeron,227.0,208.5,Late Triassic,"(227.0, 208.5)"
237,690298,690298,3.836582,Dromomeron,227.0,208.5,Late Triassic,"(227.0, 208.5)"
238,690300,690300,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
239,690301,690301,3.836582,Rioarribasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
240,690302,690302,3.836582,Vivaron,227.0,208.5,Late Triassic,"(227.0, 208.5)"
241,705331,705331,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
242,705332,705332,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
243,705341,705341,1.353064,Stagonolepis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
244,705346,705346,1.353064,Tecovasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
245,705367,705367,1.353064,Stagonolepis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
246,705954,705954,34.47747,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
247,735410,735410,3.837634,Tanytrachelos,227.0,208.5,Late Triassic,"(227.0, 208.5)"
248,738863,738863,9.712786,Colobops,227.0,208.5,Late Triassic,"(227.0, 208.5)"
249,745263,745263,-1.470099,Libognathus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
250,755503,755503,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
251,755823,755823,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
252,755824,755824,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
253,755825,755825,1.357201,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
254,778905,778905,1.357201,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
255,778927,778927,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
256,778940,778940,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
257,778944,778944,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
258,778949,778949,1.357201,Redondasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
259,780614,780614,1.625439,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
260,780615,780615,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
261,780616,780616,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
262,780672,780672,1.625439,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
263,780673,780673,1.625439,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
264,780674,780674,1.625439,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
265,780675,780675,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
266,780675,780675,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
267,780676,780676,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
268,782162,782162,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
269,782162,782162,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
270,782162,782162,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
271,782166,782166,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
272,782168,782168,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
273,782169,782169,1.353064,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
274,782173,782173,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
275,782174,782174,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
276,782175,782175,1.353064,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
277,782179,782179,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
278,782180,782180,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
279,782187,782187,1.019337,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
280,782188,782188,1.019337,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
281,782208,782208,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
282,782209,782209,1.357201,Redondasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
