,id,Rotated Lat,Rotated Lon,genus,taxon_environment,age_max,age_min
262,4149,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
263,4148,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
264,4147,29.0864,9.707,Plateosaurus,terrestrial,227.0,208.5
265,4146,29.0864,9.707,Gresslyosaurus,terrestrial,227.0,208.5
266,4145,34.0586,4.4792,Camelotia,terrestrial,208.5,201.4
267,4144,-49.4771,-10.0175,Staurikosaurus,terrestrial,237.0,227.0
268,4143,-49.0435,-14.582,Spondylosoma,terrestrial,242.0,237.0
269,4142,34.4775,11.1969,Plateosaurus,terrestrial,227.0,208.5
270,4141,34.4775,11.1969,Liliensternus,terrestrial,227.0,208.5
271,4140,27.7242,17.4803,Zanclodon,terrestrial,242.0,237.0
272,4139,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
273,4138,32.5932,9.3339,Plateosaurus,terrestrial,227.0,208.5
274,4136,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
275,4137,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
276,4135,32.5932,9.3339,Gresslyosaurus,terrestrial,227.0,208.5
277,4110,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
278,4111,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
279,4112,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
280,4113,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
281,4114,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
282,4115,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
283,4116,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
284,4117,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
285,4118,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
286,4119,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
287,4120,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
288,4121,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
289,4122,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
290,4123,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
291,4124,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
292,4125,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
293,4126,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
294,4127,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
295,4128,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
296,4129,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
297,4130,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
298,4131,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
299,4132,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
300,4133,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
301,4134,42.7067,10.1418,Plateosaurus,terrestrial,208.5,201.4
302,4108,34.4775,11.1969,Ruehleia,terrestrial,227.0,208.5
303,4109,34.4775,11.1969,Ruehleia,terrestrial,227.0,208.5
304,4106,34.4775,11.1969,Liliensternus,terrestrial,227.0,208.5
305,4107,34.4775,11.1969,Liliensternus,terrestrial,227.0,208.5
306,4105,1.3572,-44.289,Gojirasaurus,terrestrial,227.0,208.5
307,4104,1.3572,-44.289,Machaeroprosopus,terrestrial,227.0,208.5
308,4103,1.3572,-44.289,Rutiodon,terrestrial,227.0,208.5
309,4102,1.3572,-44.289,Rioarribasuchus,terrestrial,227.0,208.5
310,4101,1.3572,-44.289,Shuvosaurus,terrestrial,227.0,208.5
311,4100,1.3572,-44.289,Shuvosaurus,terrestrial,227.0,208.5
312,4099,1.3531,-47.1801,Typothorax,terrestrial,227.0,208.5
313,4098,1.3531,-47.1801,Hesperosuchus,terrestrial,227.0,208.5
314,4097,1.3531,-47.1801,Machaeroprosopus,terrestrial,227.0,208.5
315,4096,1.3531,-47.1801,Revueltosaurus,terrestrial,227.0,208.5
316,4095,52.1412,136.1873,Lufengosaurus,terrestrial,201.4,199.5
317,4094,52.1412,136.1873,Lufengosaurus,terrestrial,201.4,199.5
318,4093,52.1412,136.1873,Lufengosaurus,terrestrial,201.4,199.5
319,4092,52.1412,136.1873,Gyposaurus,terrestrial,201.4,199.5
320,4091,52.1412,136.1873,Lufengosaurus,terrestrial,201.4,199.5
321,4090,52.1412,136.1873,Lukousaurus,terrestrial,201.4,199.5
322,4089,52.1412,136.1873,Sinosaurus,terrestrial,201.4,199.5
323,4088,35.7562,6.5658,Lophostropheus,terrestrial,208.5,199.5
324,4087,52.1412,136.1873,Chinshakiangosaurus,terrestrial,201.4,199.5
325,4086,8.5619,-43.658,Ammorhynchus,terrestrial,247.2,244.7
326,4085,8.5619,-43.658,Ammorhynchus,terrestrial,247.2,244.7
327,4084,9.506,-46.6177,Ammorhynchus,terrestrial,247.2,244.7
328,4083,9.506,-46.6177,Ammorhynchus,terrestrial,247.2,244.7
329,4082,32.5932,9.3339,Grallator,terrestrial,227.0,208.5
330,4081,34.4775,11.1969,Grallator,terrestrial,227.0,208.5
331,4080,30.9826,11.6474,Eudimorphodon,terrestrial,227.0,208.5
332,4079,37.6253,13.0683,Eudimorphodon,terrestrial,208.5,201.4
333,4078,37.6253,13.0683,Variodens,terrestrial,208.5,201.4
334,4077,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
335,4076,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
336,4075,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
337,4074,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
338,4073,20.0114,-14.2092,Batrachopus,terrestrial,201.4,199.5
339,4072,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
340,4071,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
341,4070,20.0114,-14.2092,Batrachopus,terrestrial,201.4,199.5
342,4069,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
343,4068,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
344,4067,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
345,4066,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
346,4065,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
347,4064,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
348,4063,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
349,4062,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
350,4061,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
351,4060,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
352,4059,20.0114,-14.2092,Grallator,terrestrial,201.4,199.5
353,4058,20.0114,-14.2092,Eubrontes,terrestrial,201.4,199.5
354,4057,52.1412,136.1873,Eshanosaurus,terrestrial,201.4,199.5
355,4046,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
356,4047,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
357,4048,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
358,4049,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
359,4050,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
360,4051,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
361,4052,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
362,4053,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
363,4054,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
364,4055,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
365,4056,35.9688,2.1884,Thecodontosaurus,terrestrial,208.5,201.4
366,4045,35.9688,2.1884,Diphydontosaurus,terrestrial,208.5,201.4
367,4044,35.9688,2.1884,Diphydontosaurus,terrestrial,208.5,201.4
368,4043,44.258,7.4226,Eubrontes,terrestrial,208.5,201.4
369,4042,-50.4972,-22.4201,Coloradisaurus,terrestrial,227.0,208.5
370,4041,-50.4972,-22.4201,Riojasaurus,terrestrial,227.0,208.5
371,4040,6.0887,-50.239,Syntarsus,terrestrial,208.5,199.5
