id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
9685,920921,920921,-49.50839,Vinceria,246.7,242,Middle Triassic,"(246.7, 242.0)",AR,Mendoza,Mendoza,Cerro de Las Cabras,,5 km west of Villa de Potrerillos,
9694,906217,906217,-49.50839,Andescynodon,246.7,242,Middle Triassic,"(246.7, 242.0)",AR,Mendoza,Mendoza,Cerro de Las Cabras,,5 km west of Villa de Potrerillos,
9695,906216,906216,-49.50839,Andescynodon,246.7,242,Middle Triassic,"(246.7, 242.0)",AR,Mendoza,Mendoza,Cerro de Las Cabras,,5 km west of Villa de Potrerillos,
9751,1417968,1417968,-49.98075,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Los Chanares locality,
9752,1417957,1417957,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Los Chanares locality,
9760,922155,922155,-49.98075,Jachaleria,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Gualo River, 1.25 miles NNW",
9761,922154,922154,-49.98075,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 6 miles east",
9762,922133,922133,-49.98075,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 6 miles east",
9792,573799,573799,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 6 km east-northeast",
9793,573798,573798,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 4 km southeast",
9794,573797,573797,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 2 miles north",
9795,573796,573796,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 2 miles north",
9796,573791,573791,-49.98075,Probainognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 3 km north",
9797,573790,573790,-49.98075,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 10 km east",
9802,272320,272320,-49.98075,Probainognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Chañares Tetrapod Assemblage,"ETE Locality 1586, Los Chañares"
9803,272319,272319,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Chañares Tetrapod Assemblage,"ETE Locality 1586, Los Chañares"
9804,272318,272318,-49.98075,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Chañares Tetrapod Assemblage,"ETE Locality 1586, Los Chañares"
9805,272317,272317,-49.98075,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Chañares Tetrapod Assemblage,"ETE Locality 1586, Los Chañares"
9806,272316,272316,-49.98075,Jachaleria,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Chañares Tetrapod Assemblage,"ETE Locality 1586, Los Chañares"
9807,272315,272315,-49.98075,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,Chañares Tetrapod Assemblage,"ETE Locality 1586, Los Chañares"
9808,149868,149868,-49.98075,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",AR,La Rioja,La Rioja,Chañares,,"Chañares River, 4 km north",Los Chañares
9983,N523,N523,-49.98075,Riojanodon,242,237,Middle Triassic,"(242.0, 237.0)",AR,Cordoba,Campo de Norte de Cordoba,Chañares,Tarjadia,CRILAR-Pv,
9989,1491278,1491278,-52.00118,Diegocanis,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,"northeast edge, Cancha de Bochas","Eoraptor type, Valle de la Luna"
9992,1456922,1456922,-52.00118,Pseudotherium,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,"Valle Pintado, Ischigualasto",Panphagia type
9994,1417956,1417956,-52.00118,Exaeretodon,237,227,Late Triassic,"(237.0, 227.0)",AR,La Rioja,La Rioja,Ischigualasto,,Hoyada de Las Catas,
9995,1417923,1417923,-52.00118,Exaeretodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,"northeast edge, Cancha de Bochas","Eoraptor type, Valle de la Luna"
9999,1302507,1302507,-56.92756,Acratophorus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10003,921173,921173,-52.00118,Chiniquodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,north Cancha de Bochas,
10005,920920,920920,-56.92756,Cynognathus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10006,920919,920919,-56.92756,Acratophorus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10012,891132,891132,-56.92756,Diademodon,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10013,891101,891101,-52.00118,Ecteninion,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,southern Valle de la Luna,
10014,891052,891052,-56.92756,Pascualgnathus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10015,891052,891052,-56.92756,Pascualgnathus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10016,891052,891052,-56.92756,Pascualgnathus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10017,891052,891052,-56.92756,Pascualgnathus,237,227,Late Triassic,"(237.0, 227.0)",AR,Mendoza,Mendoza,Rio Seco de la Quebrada,,Puesto Viejo farm house,
10026,518728,518728,-52.00118,Exaeretodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,Valle Fertíl,Ischigualasto,,Arroyo de la Pintada,"Aguada de la Peña, Ischigualasto, PVL 2045"
10027,518728,518728,-52.00118,Exaeretodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,Valle Fertíl,Ischigualasto,,Arroyo de la Pintada,"Aguada de la Peña, Ischigualasto, PVL 2045"
10028,518728,518728,-52.00118,Exaeretodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,Valle Fertíl,Ischigualasto,,Arroyo de la Pintada,"Aguada de la Peña, Ischigualasto, PVL 2045"
10029,474118,474118,-52.00118,Chiniquodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,Valle Pintado (lower),
10033,366442,366442,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,2 km north of Agua de la Pena,
10034,366442,366442,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,2 km north of Agua de la Pena,
10035,366442,366442,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,2 km north of Agua de la Pena,
10036,366442,366442,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,2 km north of Agua de la Pena,
10037,366442,366442,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,2 km north of Agua de la Pena,
10038,256439,256439,-52.00118,Exaeretodon,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,"northeast edge, Cancha de Bochas","Eoraptor type, Valle de la Luna"
10039,256438,256438,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,San Juan,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,"northeast edge, Cancha de Bochas","Eoraptor type, Valle de la Luna"
10040,N316,N316,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,Ischigualasto,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,PVL,
10041,N317,N317,-52.00118,Ischigualastia,237,227,Late Triassic,"(237.0, 227.0)",AR,San Juan,Ischigualasto,Ischigualasto,Scaphonyx-Exaeretodon-Herrerasaurus,PVL,
10049,1607307,1607307,-50.49719,Tessellatia,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,Independencia,Los Colorados,Coloradian,La Esquina cynodont,Tessellatia type site
10063,923099,923099,-50.49719,Jachaleria,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,San Juan,Los Colorados,Coloradian," La Chilca Creek, El Salto",
10064,923084,923084,-50.49719,Chaliminia,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,General Lavalle,Los Colorados,,E of Cerro Rajado,Coloradisaurus holotype
10087,907014,907014,-50.49719,Chaliminia,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,"Provincial Road no. 26, kilometer 140",La Esquina
10253,1382112,1382112,37.53662,Mojo,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10254,1347032,1347032,37.53662,Thomasia,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Grès de Mortinsart,,"HLV-3, Habay-la-Vieille III",
10263,1063536,1063536,37.53662,Thomasia,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10272,966766,966766,37.53662,Microscalenodon,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10276,966760,966760,37.53662,Lepagia,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10277,966759,966759,37.53662,Gaumia,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10278,966758,966758,37.53662,Gaumia,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10279,966757,966757,37.53662,Pseudotriconodon,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Sables de Mortinsart,,"HLV-2, Habay-la-Vieille II",
10291,639660,639660,37.53662,Habayia,208.5,201.4,Late Triassic,"(208.5, 201.4)",BE,Gaume,Gaume,Grès de Mortinsart,,"HLV-3, Habay-la-Vieille III",
7549,1368858,1368858,-51.32705,Pampaphoneus,266.9,259.51,Guadalupian,"(266.9, 259.51)",BR,Rio Grande do Sul,São Gabriel,Rio do Rasto,,"Boqueirão farm, Catuçaba",
7550,1364364,1364364,-51.32705,Rastodon,266.9,259.51,Guadalupian,"(266.9, 259.51)",BR,Rio Grande do Sul,São Gabriel,Rio do Rasto,,"Boqueirão farm, Catuçaba",
7561,N367,N367,-51.32705,Pampaphoneus,266.9,264.28,Guadalupian,"(266.9, 264.28)",BR,RS,Catuçaba,Rio do Rasto,Provelosaurus,UNIPAMPA,
9535,1419583,1419583,-47.42171,Stahleckeria,247.2,237,Middle Triassic,"(247.2, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Berdyankian LVF,"Cachoeira do Sul, Mangueirinha",MCP Locality ST 71-26
9549,930803,930803,-47.42171,Luangwa,246.7,237,Middle Triassic,"(246.7, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,,"Unknown locality, between Candelaria and Vera Cruz",
9753,1405276,1405276,-49.04351,Scalenodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Paraiso do Sul,Santa Maria,Dinodontosaurus,Rincao do Pinhal,
9755,1308745,1308745,-49.04351,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Posto de Gasolina, site B",Decuriasuchus site
9756,983911,983911,-49.04351,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Candelária,Santa Maria,Dinodontosaurus,"Becker outcrop, Pinheiro",
9757,983910,983910,-49.04351,Candelariodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Candelária,Santa Maria,Dinodontosaurus,"Becker outcrop, Pinheiro",
9758,924723,924723,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga am Weg, Fundgruppe 34",Weg-Sanga
9759,922686,922686,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Bom Retiro do Sul,Santa Maria,Dinodontosaurus,Porto Mariante,
9763,922131,922131,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Bom Retiro general area, south of Candelaria",
9764,922131,922131,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Bom Retiro general area, south of Candelaria",
9765,922130,922130,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Bom Retiro general area, south of Candelaria",
9766,922061,922061,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga do Ribeiro, southwest of Candelaria",
9767,922060,922060,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga do Janguta, south of Candelaria",Bom Retiro
9768,922059,922059,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga no. 2, south of Candelaria",Bom Retiro
9769,922058,922058,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga no. 1, south of Candelaria",Bom Retiro
9770,896162,896162,-49.04351,Exaeretodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga (Fundgruppe 1069), Chiniquá",
9771,896161,896161,-49.04351,Traversodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga (Fundgruppe 1069), Chiniquá",
9772,896160,896160,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga (excavation 40), Chiniquá",
9773,896158,896158,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga (Fundgruppe 1050), Chiniquá",
9774,896149,896149,-49.04351,Traversodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga (Fundgruppe 1063), Chiniquá",
9775,896143,896143,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga (excavation 39), Chiniquá",
9776,896004,896004,-49.04351,Dicynodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga südlich des Weges, Chiniquá",
9777,895946,895946,-49.04351,Stahleckeria,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Baum-Sanga (excavation 45), Chiniquá",
9778,895943,895943,-49.04351,Stahleckeria,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Baum-Sanga (excavation 43), Chiniquá",Spondylosoma type site
9779,895299,895299,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Paraiso do Sul,Santa Maria,Dinodontosaurus,Rincao do Pinhal,
9780,895298,895298,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Paraiso do Sul,Santa Maria,Dinodontosaurus,Rincao do Pinhal,
9781,895297,895297,-49.04351,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Paraiso do Sul,Santa Maria,Dinodontosaurus,Rincao do Pinhal,
9782,895296,895296,-49.04351,Protuberum,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Paraiso do Sul,Santa Maria,Dinodontosaurus,Rincao do Pinhal,
9783,895293,895293,-49.04351,Protuberum,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Novo Cabrais,Santa Maria,Dinodontosaurus,"Sítio Cortado, RST 287 Highway",
9784,895290,895290,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Novo Cabrais,Santa Maria,Dinodontosaurus,"Sítio Cortado, RST 287 Highway",
9785,895281,895281,-49.04351,Massetognathus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,Dona Francisca,
9786,895280,895280,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,Dona Francisca,
9787,843441,843441,-49.04351,Protheriodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,Dona Francisca,
9789,668717,668717,-49.04351,Traversodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Cynodontier-Sanga, Fundgruppe 1045, Chiniquá",
9790,668696,668696,-49.04351,Stahleckeria,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga Cezar, Chiniquá",Sanga Cesar
9791,668171,668171,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Baum-Sanga (excavation 44), Chiniquá",Spondylosoma type site
9798,486191,486191,-49.04351,Exaeretodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Baum-Sanga (excavation 44), Chiniquá",Spondylosoma type site
9799,486190,486190,-49.04351,Stahleckeria,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Baum-Sanga (excavation 44), Chiniquá",Spondylosoma type site
9800,382161,382161,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga no. 3, south of Candelaria",Bom Retiro
9801,382160,382160,-49.04351,Stahleckeria,242,237,Middle Triassic,"(242.0, 237.0)",BR,Rio Grande do Sul,Rio Grande do Sul,Santa Maria,Dinodontosaurus,"Sanga no. 3, south of Candelaria",Bom Retiro
9809,N5,N5,-49.04351,Aleodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Rincão do Semião,Santa Maria,Dinodontosaurus,MMACR,
9810,N6,N6,-49.04351,Aleodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Sanga Nicanor,Santa Maria,Dinodontosaurus,UFRGS-PV-,
9811,N7,N7,-49.04351,Aleodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Porto Mariante 2,Santa Maria,Dinodontosaurus,MCP-PUCRS-,
9812,N8,N8,-49.04351,Aleodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,-,Santa Maria,Dinodontosaurus,MPDC,
9813,N14,N14,-49.04351,Bonacynodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Pinheiro,Santa Maria,Dinodontosaurus,MCT,
9814,N15,N15,-49.04351,Bonacynodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Pinheiro,Santa Maria,Dinodontosaurus,MCT,
9815,N36,N36,-49.04351,Chiniquodon,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Pinheiro,Santa Maria,Dinodontosaurus,MCT,
9816,N37,N37,-49.04351,Chiniquodon,242,237,-,"(242.0, 237.0)",BR,RS,-,Santa Maria,Dinodontosaurus,MCP-PUCRS-,
9817,N52,N52,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,-,Santa Maria,Dinodontosaurus,UNIPAMPA ,
9818,N53,N53,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Linha Várzea 2,Santa Maria,Dinodontosaurus,UFSM ,
9819,N54,N54,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Linha Várzea 1,Santa Maria,Dinodontosaurus,UFSM ,
9820,N55,N55,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Linha Várzea 1,Santa Maria,Dinodontosaurus,UFSM ,
9821,N56,N56,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Linha Várzea 1,Santa Maria,Dinodontosaurus,UFSM ,
9822,N57,N57,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Rincão do Pinhal,Santa Maria,Dinodontosaurus,UFRGS-PV-,
9823,N58,N58,-49.04351,Dinodontosaurus,242,237,Middle Triassic,"(242.0, 237.0)",BR,RS,Pinheiro,Santa Maria,Dinodontosaurus,MCT,
