index,occurrence_no_x,locality,county_original,state,cc,notes,id,genus,age_max,age_min
881,639683,Virginia,Culpeper,Virginia,US,,3531,Grallator,227,213.2
882,639684,Virginia,Culpeper,Virginia,US,,3515,Gregaripus,227,213.2
883,639684,Virginia,Culpeper,Virginia,US,,3516,Gregaripus,227,213.2
884,639684,Virginia,Culpeper,Virginia,US,,3517,Gregaripus,227,213.2
885,639684,Virginia,Culpeper,Virginia,US,,3518,Gregaripus,227,213.2
886,639684,Virginia,Culpeper,Virginia,US,,3519,Gregaripus,227,213.2
887,639684,Virginia,Culpeper,Virginia,US,,3520,Gregaripus,227,213.2
888,639684,Virginia,Culpeper,Virginia,US,,3521,Gregaripus,227,213.2
889,639684,Virginia,Culpeper,Virginia,US,,3522,Gregaripus,227,213.2
890,639684,Virginia,Culpeper,Virginia,US,,3523,Gregaripus,227,213.2
891,639684,Virginia,Culpeper,Virginia,US,,3524,Gregaripus,227,213.2
892,639684,Virginia,Culpeper,Virginia,US,,3525,Gregaripus,227,213.2
893,639684,Virginia,Culpeper,Virginia,US,,3526,Gregaripus,227,213.2
894,639684,Virginia,Culpeper,Virginia,US,,3527,Gregaripus,227,213.2
895,639684,Virginia,Culpeper,Virginia,US,,3528,Gregaripus,227,213.2
896,639684,Virginia,Culpeper,Virginia,US,,3529,Gregaripus,227,213.2
897,640054,Virginia,Hanover,Virginia,US,,3513,Doswellia,237,227
898,640054,Virginia,Hanover,Virginia,US,,3514,Doswellia,237,227
899,640068,Virginia,Hanover,Virginia,US,,3512,Doswellia,237,227
900,640075,Virginia,Hanover,Virginia,US,,3511,Doswellia,237,227
901,640077,Virginia,Hanover,Virginia,US,,3510,Doswellia,237,227
902,640084,Virginia,Hanover,Virginia,US,,3508,Doswellia,237,227
903,640084,Virginia,Hanover,Virginia,US,,3509,Doswellia,237,227
904,644887,Wales,The Vale of Glamorgan,Wales,UK,,3507,Eosauropus,227,208.5
905,644888,Wales,The Vale of Glamorgan,Wales,UK,,3506,Pseudotetrasauropus,227,208.5
906,644889,Switzerland,,Graubunden,CH,,3505,Tetrasauropus,227,208.5
907,644890,Switzerland,,Graubunden,CH,,3492,Eubrontes,227,208.5
908,644890,Switzerland,,Graubunden,CH,,3493,Eubrontes,227,208.5
909,644890,Switzerland,,Graubunden,CH,,3494,Eubrontes,227,208.5
910,644890,Switzerland,,Graubunden,CH,,3495,Eubrontes,227,208.5
911,644890,Switzerland,,Graubunden,CH,,3496,Eubrontes,227,208.5
912,644890,Switzerland,,Graubunden,CH,,3497,Eubrontes,227,208.5
913,644890,Switzerland,,Graubunden,CH,,3498,Eubrontes,227,208.5
914,644890,Switzerland,,Graubunden,CH,,3499,Eubrontes,227,208.5
915,644890,Switzerland,,Graubunden,CH,,3500,Eubrontes,227,208.5
916,644890,Switzerland,,Graubunden,CH,,3501,Eubrontes,227,208.5
917,644890,Switzerland,,Graubunden,CH,,3502,Eubrontes,227,208.5
918,644890,Switzerland,,Graubunden,CH,,3503,Eubrontes,227,208.5
919,644890,Switzerland,,Graubunden,CH,,3504,Eubrontes,227,208.5
920,655628,Pays de la Loire,Vendee,Pays de la Loire,FR,,3491,Batrachopus,208.5,201.4
921,655629,Pays de la Loire,Vendee,Pays de la Loire,FR,,3490,Grallator,208.5,201.4
922,668537,Rio Grande do Sul,,Rio Grande do Sul,BR,,3489,Teyumbaita,227,208.5
923,668708,Rio Grande do Sul,,Rio Grande do Sul,BR,,3488,Prestosuchus,242,237
924,690297,New Mexico,Rio Arriba,New Mexico,US,,3487,Dromomeron,227,208.5
925,690298,New Mexico,Rio Arriba,New Mexico,US,,3486,Dromomeron,227,208.5
926,690300,New Mexico,Rio Arriba,New Mexico,US,,3485,Typothorax,227,208.5
927,690301,New Mexico,Rio Arriba,New Mexico,US,,3484,Rioarribasuchus,227,208.5
928,690302,New Mexico,Rio Arriba,New Mexico,US,,3483,Vivaron,227,208.5
929,690311,North Carolina,Montgomery,North Carolina,US,,3482,Revueltosaurus,237,227
930,690312,Nova Scotia,,Nova Scotia,CA,,3481,Protosuchus,201.4,199.5
931,690316,Nova Scotia,,Nova Scotia,CA,,3480,Protosuchus,201.4,199.5
932,690318,Nova Scotia,,Nova Scotia,CA,,3479,Clevosaurus,201.4,199.5
933,690319,Nova Scotia,,Nova Scotia,CA,,3478,Protosuchus,201.4,199.5
934,690320,Nova Scotia,,Nova Scotia,CA,,3477,Ammosaurus,201.4,199.5
935,690321,Nova Scotia,,Nova Scotia,CA,,3476,Clevosaurus,201.4,199.5
936,690323,Nova Scotia,,Nova Scotia,CA,,3475,Protosuchus,201.4,199.5
937,690324,Nova Scotia,,Nova Scotia,CA,,3474,Clevosaurus,201.4,199.5
938,690330,Nova Scotia,,Nova Scotia,CA,,3473,Protosuchus,201.4,199.5
939,690331,Nova Scotia,,Nova Scotia,CA,,3472,Ammosaurus,201.4,199.5
940,690332,Nova Scotia,,Nova Scotia,CA,,3471,Clevosaurus,201.4,199.5
941,690333,Nova Scotia,,Nova Scotia,CA,,3470,Clevosaurus,201.4,199.5
942,690334,Nova Scotia,,Nova Scotia,CA,,3469,Protosuchus,201.4,199.5
943,690335,Nova Scotia,,Nova Scotia,CA,,3468,Ammosaurus,201.4,199.5
944,690336,Nova Scotia,,Nova Scotia,CA,,3467,Clevosaurus,201.4,199.5
945,690337,England,Gloucestershire,England,UK,,3466,Hwiccewyrm,237,227
946,690338,England,Gloucestershire,England,UK,,3465,Terrestrisuchus,237,227
947,690339,England,Gloucestershire,England,UK,,3464,Diphydontosaurus,237,227
948,690340,England,Gloucestershire,England,UK,,3463,Terrestrisuchus,237,227
949,690341,England,Gloucestershire,England,UK,,3462,Kuehneosaurus,237,227
950,690343,England,Gloucestershire,England,UK,,3461,Kuehneosaurus,237,227
951,690344,England,Gloucestershire,England,UK,,3460,Pelecymala,237,227
952,690345,England,Gloucestershire,England,UK,,3459,Sigmala,237,227
953,690346,England,Gloucestershire,England,UK,,3458,Pelecymala,237,227
954,690347,England,Gloucestershire,England,UK,,3457,Kuehneosaurus,237,227
955,690412,England,Warwickshire,England,UK,,3456,Rhombopholis,247.2,237
956,690413,England,Warwickshire,England,UK,,3455,Langeronyx,247.2,237
957,693837,San Juan,,San Juan,AR,,3453,Chirotherium,242,237
958,693837,San Juan,,San Juan,AR,,3454,Chirotherium,242,237
959,700604,Shamal Sina,,Shamal Sina,EG,,3452,Psephosauriscus,247.2,237
960,700605,Shamal Sina,,Shamal Sina,EG,,3451,Psephosauriscus,247.2,237
961,705331,New Mexico,McKinley,New Mexico,US,,3450,Desmatosuchus,227,208.5
962,705332,New Mexico,McKinley,New Mexico,US,,3449,Desmatosuchus,227,208.5
963,705341,New Mexico,McKinley,New Mexico,US,,3448,Stagonolepis,227,208.5
964,705346,New Mexico,McKinley,New Mexico,US,,3447,Tecovasuchus,227,208.5
965,705367,New Mexico,McKinley,New Mexico,US,,3446,Stagonolepis,227,208.5
966,705707,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3445,Plateosaurus,216.7,213.2
967,705954,Bavaria,Weissenburg-Gunzenhausen,Bavaria,DE,,3444,Plateosaurus,227,208.5
968,712659,England,Avon,England,UK,,3443,Terrestrisuchus,237,227
969,712661,England,Avon,England,UK,,3442,Thecodontosaurus,237,227
970,712664,England,Avon,England,UK,,3441,Clevosaurus,237,227
971,712665,England,Avon,England,UK,,3440,Planocephalosaurus,237,227
972,719380,England,Tyne and Wear,England,UK,,3439,Weigeltisaurus,259.51,254.14
973,725442,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3438,Teratosaurus,247.2,237
974,728277,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3437,Aetosaurus,216.7,213.2
975,728364,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3436,Procompsognathus,216.7,213.2
976,728367,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3435,Mystriosuchus,216.7,213.2
977,728368,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3434,Nicrosaurus,216.7,213.2
978,728369,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3433,Saltoposuchus,216.7,213.2
979,728398,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,3432,Saltoposuchus,216.7,213.2
980,733154,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,,3431,Provelosaurus,266.9,259.51
981,733515,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,3430,Coletta,251.2,247.2
982,733517,Shanxi,Liulin,Shaanxi,CN,,3429,Sanchuansaurus,254.14,251.902
983,735410,North Carolina,Rockingham,North Carolina,US,,3428,Tanytrachelos,227,208.5
984,737160,Kirov,Malmyzh,Kirov,RU,,3427,Gecatogomphius,276.5,266.9
985,738862,Texas,Crosby,Texas,US,,3426,Poposaurus,237,227
986,738863,Connecticut,New Haven,Connecticut,US,,3425,Colobops,227,208.5
987,739044,Oklahoma,Noble,Oklahoma,US,,3424,Protocaptorhinus,290.1,283.5
988,739839,Oklahoma,Cleveland,Oklahoma,US,,3423,Captorhinikos,283.5,273.01
989,739840,Oklahoma,Cleveland,Oklahoma,US,,3421,Captorhinikos,283.5,273.01
990,739840,Oklahoma,Cleveland,Oklahoma,US,,3422,Captorhinikos,283.5,273.01
991,740289,Marrakech,,Marrakech-Tensift-Al Haouz,MA,,3420,Acrodenta,259.51,254.14
992,740384,Oklahoma,Logan,Oklahoma,US,,3419,Labidosaurikos,283.5,273.01
993,745262,Orenburg,,Orenburg,RU,,3418,Kapes,251.2,247.2
994,745263,Texas,Garza,Texas,US,,3417,Libognathus,227,208.5
995,745278,Arkhangelsk,Mezen',Arkhangelsk,RU,,3416,Nycteroleter,273.01,264.28
996,747151,Kirov,Slobodskoi,Kirov,RU,,3415,Nyctiboetus,276.5,266.9
997,747876,Orenburg,,Orenburg,RU,,3414,Macroleter,266.9,264.28
998,747968,Eastern Cape,Middelburg,Eastern Cape,ZA,,3413,Saurodektes,251.902,251.2
999,748041,Nova Scotia,Kings,Nova Scotia,CA,,3412,Acadiella,237,227
1000,748059,Nova Scotia,Hants,Nova Scotia,CA,,3411,Haligonia,237,227
1001,748676,Texas,Knox,Texas,US,,3410,Labidosaurikos,283.5,273.01
1002,748677,Texas,Knox,Texas,US,,3409,Captorhinikos,283.5,273.01
1003,748678,Texas,Knox,Texas,US,,3408,Captorhinikos,283.5,273.01
1004,748801,Nova Scotia,Kings,Nova Scotia,CA,,3407,Scoloparia,237,227
1005,749261,Free State,Kopanong,Free State,ZA,,3403,Saurodektes,251.902,251.2
1006,749261,Free State,Kopanong,Free State,ZA,,3404,Saurodektes,251.902,251.2
1007,749261,Free State,Kopanong,Free State,ZA,,3405,Saurodektes,251.902,251.2
1008,749261,Free State,Kopanong,Free State,ZA,,3406,Saurodektes,251.902,251.2
1009,749595,Western Cape,,Western Cape,ZA,,3395,Milleropsis,259.51,251.902
1010,749595,Western Cape,,Western Cape,ZA,,3396,Milleropsis,259.51,251.902
1011,749595,Western Cape,,Western Cape,ZA,,3397,Milleropsis,259.51,251.902
1012,749595,Western Cape,,Western Cape,ZA,,3398,Milleropsis,259.51,251.902
1013,749595,Western Cape,,Western Cape,ZA,,3399,Milleropsis,259.51,251.902
1014,749595,Western Cape,,Western Cape,ZA,,3400,Milleropsis,259.51,251.902
1015,749595,Western Cape,,Western Cape,ZA,,3401,Milleropsis,259.51,251.902
1016,749595,Western Cape,,Western Cape,ZA,,3402,Milleropsis,259.51,251.902
1017,749610,Western Cape,Central Karoo,Western Cape,ZA,,3394,Milleretta,259.51,251.902
1018,749933,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3391,Milleretta,259.51,251.902
1019,749933,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3392,Milleretta,259.51,251.902
1020,749933,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3393,Milleretta,259.51,251.902
1021,749973,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3390,Milleropsis,259.51,251.902
1022,749974,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3389,Milleretta,259.51,251.902
1023,749975,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3388,Millerosaurus,259.51,251.902
1024,749976,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3387,Millerosaurus,259.51,251.902
1025,749977,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3386,Milleretta,259.51,251.902
1026,749982,Western Cape,Central Karoo,Western Cape,ZA,,3385,Milleretta,254.14,251.902
1027,749996,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3384,Milleretta,259.51,251.902
1028,750019,Eastern Cape,Camdeboo,Eastern Cape,ZA,,3383,Millerinoides,259.51,251.902
1029,753830,Texas,Baylor,Texas,US,,3382,Captorhinus,290.1,283.5
1030,755503,Texas,Crosby,Texas,US,,3381,Crosbysaurus,227,208.5
1031,755823,New Mexico,Rio Arriba,New Mexico,US,,3380,Typothorax,227,208.5
1032,755824,New Mexico,Rio Arriba,New Mexico,US,,3379,Machaeroprosopus,227,208.5
1033,755825,New Mexico,Rio Arriba,New Mexico,US,,3378,Typothorax,227,208.5
1034,776729,Skane,,Skane,SE,,3377,Kayentapus,201.4,199.5
1035,776730,Skane,,Skane,SE,,3376,Kayentapus,201.4,199.5
1036,777000,Tirol,,Tirol,AT,,3375,Austriadraco,213.2,208.5
1037,777078,Friuli-Venezia Giulia,,Friuli-Venezia Giulia,IT,,3374,Eudimorphodon,216.7,213.2
1038,777437,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3373,Eudimorphodon,216.7,213.2
1039,777443,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3372,Eudimorphodon,216.7,208.5
1040,777444,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3371,Eudimorphodon,216.7,208.5
1041,777702,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3370,Preondactylus,216.7,208.5
1042,777710,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3369,Megalancosaurus,216.7,208.5
1043,778056,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3368,Langobardisaurus,216.7,208.5
1044,778203,Utah,Garfield,Utah,US,,3367,Evazoum,208.5,199.5
1045,778320,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3366,Megalancosaurus,216.7,208.5
1046,778596,New Mexico,Quay,New Mexico,US,,3365,Evazoum,227,208.5
1047,778599,New Mexico,Quay,New Mexico,US,,3364,Brachychirotherium,227,208.5
1048,778600,New Mexico,Quay,New Mexico,US,,3363,Grallator,227,208.5
1049,778896,England,Gloucestershire,England,UK,,3362,Fraserosphenodon,237,227
1050,778905,New Mexico,Quay,New Mexico,US,,3361,Typothorax,227,208.5
1051,778927,New Mexico,Guadalupe,New Mexico,US,,3360,Coelophysis,227,208.5
1052,778940,New Mexico,Quay,New Mexico,US,,3359,Machaeroprosopus,227,208.5
1053,778944,New Mexico,Quay,New Mexico,US,,3358,Machaeroprosopus,227,208.5
1054,778949,New Mexico,Quay,New Mexico,US,,3357,Redondasuchus,227,208.5
1055,779171,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3356,Megalancosaurus,216.7,208.5
1056,779179,Friuli-Venezia Giulia,Udine,Friuli-Venezia Giulia,IT,,3355,Langobardisaurus,216.7,208.5
1057,780405,New Mexico,Quay,New Mexico,US,,3354,Barrancapus,227,216.7
1058,780406,New Mexico,Quay,New Mexico,US,,3353,Pseudotetrasauropus,227,208.5
1059,780410,New Mexico,Quay,New Mexico,US,,3352,Grallator,227,208.5
1060,780411,New Mexico,Quay,New Mexico,US,,3351,Evazoum,227,208.5
1061,780614,Arizona,Coconino,Arizona,US,,3350,Typothorax,227,208.5
1062,780615,Arizona,Coconino,Arizona,US,,3349,Machaeroprosopus,227,208.5
1063,780616,Arizona,Coconino,Arizona,US,,3348,Machaeroprosopus,227,208.5
1064,780623,Arizona,Coconino,Arizona,US,,3347,Typothorax,208.5,201.4
1065,780624,Arizona,Coconino,Arizona,US,,3346,Machaeroprosopus,208.5,201.4
1066,780625,Arizona,Coconino,Arizona,US,,3345,Machaeroprosopus,208.5,201.4
1067,780630,Arizona,Coconino,Arizona,US,,3344,Machaeroprosopus,208.5,201.4
1068,780633,Arizona,Coconino,Arizona,US,,3343,Typothorax,208.5,201.4
1069,780634,Arizona,Coconino,Arizona,US,,3342,Machaeroprosopus,208.5,201.4
1070,780635,Arizona,Coconino,Arizona,US,,3341,Machaeroprosopus,208.5,201.4
1071,780638,Arizona,Coconino,Arizona,US,,3340,Typothorax,208.5,201.4
1072,780639,Arizona,Coconino,Arizona,US,,3339,Machaeroprosopus,208.5,201.4
1073,780640,Arizona,Coconino,Arizona,US,,3338,Machaeroprosopus,208.5,201.4
1074,780641,Arizona,Coconino,Arizona,US,,3337,Shuvosaurus,208.5,201.4
1075,780642,Arizona,Coconino,Arizona,US,,3336,Typothorax,208.5,201.4
1076,780643,Arizona,Coconino,Arizona,US,,3335,Machaeroprosopus,208.5,201.4
1077,780644,Arizona,Coconino,Arizona,US,,3334,Machaeroprosopus,208.5,201.4
1078,780648,Arizona,Coconino,Arizona,US,,3333,Postosuchus,208.5,201.4
1079,780649,Arizona,Coconino,Arizona,US,,3332,Shuvosaurus,208.5,201.4
1080,780650,Arizona,Coconino,Arizona,US,,3331,Typothorax,208.5,201.4
1081,780651,Arizona,Coconino,Arizona,US,,3330,Machaeroprosopus,208.5,201.4
1082,780652,Arizona,Coconino,Arizona,US,,3329,Machaeroprosopus,208.5,201.4
1083,780655,Arizona,Coconino,Arizona,US,,3328,Postosuchus,208.5,201.4
1084,780656,Arizona,Coconino,Arizona,US,,3327,Shuvosaurus,208.5,201.4
1085,780657,Arizona,Coconino,Arizona,US,,3326,Typothorax,208.5,201.4
1086,780658,Arizona,Coconino,Arizona,US,,3325,Machaeroprosopus,208.5,201.4
1087,780659,Arizona,Coconino,Arizona,US,,3324,Machaeroprosopus,208.5,201.4
1088,780672,Arizona,Coconino,Arizona,US,,3323,Postosuchus,227,208.5
1089,780673,Arizona,Coconino,Arizona,US,,3322,Shuvosaurus,227,208.5
1090,780674,Arizona,Coconino,Arizona,US,,3321,Typothorax,227,208.5
1091,780675,Arizona,Coconino,Arizona,US,,3319,Machaeroprosopus,227,208.5
1092,780675,Arizona,Coconino,Arizona,US,,3320,Machaeroprosopus,227,208.5
1093,780676,Arizona,Coconino,Arizona,US,,3318,Machaeroprosopus,227,208.5
1094,780685,New Mexico,Union,New Mexico,US,,3302,Brachychirotherium,227,208.5
1095,780685,New Mexico,Union,New Mexico,US,,3303,Brachychirotherium,227,208.5
1096,780685,New Mexico,Union,New Mexico,US,,3304,Brachychirotherium,227,208.5
1097,780685,New Mexico,Union,New Mexico,US,,3305,Brachychirotherium,227,208.5
1098,780685,New Mexico,Union,New Mexico,US,,3306,Brachychirotherium,227,208.5
1099,780685,New Mexico,Union,New Mexico,US,,3307,Brachychirotherium,227,208.5
1100,780685,New Mexico,Union,New Mexico,US,,3308,Brachychirotherium,227,208.5
1101,780685,New Mexico,Union,New Mexico,US,,3309,Brachychirotherium,227,208.5
1102,780685,New Mexico,Union,New Mexico,US,,3310,Brachychirotherium,227,208.5
1103,780685,New Mexico,Union,New Mexico,US,,3311,Brachychirotherium,227,208.5
1104,780685,New Mexico,Union,New Mexico,US,,3312,Brachychirotherium,227,208.5
1105,780685,New Mexico,Union,New Mexico,US,,3313,Brachychirotherium,227,208.5
1106,780685,New Mexico,Union,New Mexico,US,,3314,Brachychirotherium,227,208.5
1107,780685,New Mexico,Union,New Mexico,US,,3315,Brachychirotherium,227,208.5
1108,780685,New Mexico,Union,New Mexico,US,,3316,Brachychirotherium,227,208.5
1109,780685,New Mexico,Union,New Mexico,US,,3317,Brachychirotherium,227,208.5
1110,780686,New Mexico,Union,New Mexico,US,,3301,Eosauropus,227,208.5
1111,780687,New Mexico,Union,New Mexico,US,,3292,Eubrontes,227,208.5
1112,780687,New Mexico,Union,New Mexico,US,,3293,Eubrontes,227,208.5
1113,780687,New Mexico,Union,New Mexico,US,,3294,Eubrontes,227,208.5
1114,780687,New Mexico,Union,New Mexico,US,,3295,Eubrontes,227,208.5
1115,780687,New Mexico,Union,New Mexico,US,,3296,Eubrontes,227,208.5
1116,780687,New Mexico,Union,New Mexico,US,,3297,Eubrontes,227,208.5
1117,780687,New Mexico,Union,New Mexico,US,,3298,Eubrontes,227,208.5
1118,780687,New Mexico,Union,New Mexico,US,,3299,Eubrontes,227,208.5
1119,780687,New Mexico,Union,New Mexico,US,,3300,Eubrontes,227,208.5
1120,780689,New Mexico,Union,New Mexico,US,,3281,Grallator,227,208.5
1121,780689,New Mexico,Union,New Mexico,US,,3282,Grallator,227,208.5
1122,780689,New Mexico,Union,New Mexico,US,,3283,Grallator,227,208.5
1123,780689,New Mexico,Union,New Mexico,US,,3284,Grallator,227,208.5
1124,780689,New Mexico,Union,New Mexico,US,,3285,Grallator,227,208.5
1125,780689,New Mexico,Union,New Mexico,US,,3286,Grallator,227,208.5
1126,780689,New Mexico,Union,New Mexico,US,,3287,Grallator,227,208.5
1127,780689,New Mexico,Union,New Mexico,US,,3288,Grallator,227,208.5
1128,780689,New Mexico,Union,New Mexico,US,,3289,Grallator,227,208.5
1129,780689,New Mexico,Union,New Mexico,US,,3290,Grallator,227,208.5
1130,780689,New Mexico,Union,New Mexico,US,,3291,Grallator,227,208.5
1131,780690,New Mexico,Union,New Mexico,US,,3280,Evazoum,227,208.5
1132,781136,Pennsylvania,,Pennsylvania,US,,3279,Brachychirotherium,208.5,201.4
1133,781137,Pennsylvania,,Pennsylvania,US,,3278,Grallator,208.5,201.4
1134,781138,Pennsylvania,Berks,Pennsylvania,US,,3277,Grallator,227,208.5
1135,781139,Pennsylvania,Berks,Pennsylvania,US,,3276,Batrachopus,227,208.5
1136,781140,Pennsylvania,Berks,Pennsylvania,US,,3275,Brachychirotherium,227,208.5
1137,781141,Pennsylvania,Berks,Pennsylvania,US,,3274,Grallator,227,208.5
1138,781142,Pennsylvania,Berks,Pennsylvania,US,,3273,Gwyneddichnium,227,208.5
1139,781145,Pennsylvania,Berks,Pennsylvania,US,,3272,Grallator,227,208.5
1140,781146,Pennsylvania,Berks,Pennsylvania,US,,3271,Grallator,227,208.5
1141,781148,Pennsylvania,Berks,Pennsylvania,US,,3270,Gwyneddichnium,227,208.5
1142,781149,Pennsylvania,Berks,Pennsylvania,US,,3269,Brachychirotherium,227,208.5
1143,781150,Pennsylvania,Berks,Pennsylvania,US,,3268,Grallator,227,208.5
1144,781154,Pennsylvania,Berks,Pennsylvania,US,,3267,Batrachopus,208.5,201.4
1145,781155,Pennsylvania,Berks,Pennsylvania,US,,3266,Grallator,208.5,201.4
1146,781502,Colorado,Las Animas,Colorado,US,,3265,Grallator,227,208.5
1147,781503,Colorado,Las Animas,Colorado,US,,3264,Brachychirotherium,227,208.5
1148,782127,Swietokrzyskie,,Swietokrzyskie,PL,,3263,Grallator,201.4,199.5
1149,782162,Arizona,Navajo,Arizona,US,,3260,Smilosuchus,227,208.5
1150,782162,Arizona,Navajo,Arizona,US,,3261,Smilosuchus,227,208.5
1151,782162,Arizona,Navajo,Arizona,US,,3262,Smilosuchus,227,208.5
1152,782166,Arizona,Navajo,Arizona,US,,3259,Calyptosuchus,227,208.5
1153,782168,Arizona,Navajo,Arizona,US,,3258,Rutiodon,227,208.5
1154,782169,Arizona,Navajo,Arizona,US,,3257,Paratypothorax,227,208.5
1155,782173,Arizona,Navajo,Arizona,US,,3256,Rutiodon,227,208.5
1156,782174,Arizona,Navajo,Arizona,US,,3255,Typothorax,227,208.5
1157,782175,Arizona,Navajo,Arizona,US,,3254,Paratypothorax,227,208.5
1158,782179,Arizona,Navajo,Arizona,US,,3253,Rutiodon,227,208.5
1159,782180,Arizona,Navajo,Arizona,US,,3252,Calyptosuchus,227,208.5
1160,782187,Texas,Randall,Texas,US,,3251,Trilophosaurus,227,208.5
1161,782188,Texas,Randall,Texas,US,,3250,Rutiodon,227,208.5
1162,782208,New Mexico,Quay,New Mexico,US,,3249,Machaeroprosopus,227,208.5
1163,782209,New Mexico,Quay,New Mexico,US,,3248,Redondasuchus,227,208.5
1164,785830,New Mexico,Quay,New Mexico,US,,3247,Proganochelys,227,208.5
1165,785834,Western Cape,Beaufort West,Western Cape,ZA,,3246,Saurorictus,259.51,254.14
1166,785851,Texas,Archer,Texas,US,,3245,Protocaptorhinus,290.1,283.5
1167,785868,Tatarstan,Mamadysh,Tatarstan,RU,,3244,Gecatogomphius,276.5,266.9
1168,786315,Agadez,Arlit,Agadez,NE,,3241,Moradisaurus,254.14,251.902
1169,786315,Agadez,Arlit,Agadez,NE,,3242,Moradisaurus,254.14,251.902
1170,786315,Agadez,Arlit,Agadez,NE,,3243,Moradisaurus,254.14,251.902
1171,786382,Hessen,Waldeck-Frankenberg,Hessen,DE,,3240,Protorosaurus,259.51,254.14
1172,786383,Hessen,Waldeck-Frankenberg,Hessen,DE,,3239,Parasaurus,259.51,254.14
1173,786668,Agadez,Arlit,Agadez,NE,,3238,Bunostegos,254.14,251.902
1174,786831,Eastern,Lundazi,Eastern,ZM,,3237,Captorhinus,259.51,254.14
1175,787464,Oklahoma,Noble,Oklahoma,US,,3236,Captorhinus,290.1,283.5
1176,787989,Texas,Archer,Texas,US,,3235,Protocaptorhinus,290.1,283.5
1177,788176,Texas,Baylor,Texas,US,,3233,Labidosaurikos,283.5,273.01
1178,788176,Texas,Baylor,Texas,US,,3234,Labidosaurikos,283.5,273.01
1179,788480,Guizhou,,Guizhou,CN,,3230,Odontochelys,233.4,227
1180,788480,Guizhou,,Guizhou,CN,,3231,Odontochelys,233.4,227
1181,788480,Guizhou,,Guizhou,CN,,3232,Odontochelys,233.4,227
1182,788481,Guizhou,,Guizhou,CN,,3229,Qianichthyosaurus,233.4,227
1183,788482,Guizhou,,Guizhou,CN,,3228,Guizhouichthyosaurus,233.4,227
1184,788483,Guizhou,,Guizhou,CN,,3227,Guanlingsaurus,233.4,227
1185,788484,Guizhou,,Guizhou,CN,,3226,Sinocyamodus,233.4,227
1186,788485,Guizhou,,Guizhou,CN,,3225,Psephochelys,233.4,227
1187,788486,Guizhou,,Guizhou,CN,,3224,Anshunsaurus,233.4,227
1188,788487,Guizhou,,Guizhou,CN,,3223,Xinpusaurus,233.4,227
1189,788488,Guizhou,,Guizhou,CN,,3222,Xinpusaurus,233.4,227
1190,788570,West Virginia,Monongalia,West Virginia,US,,3215,Protorothyris,298.9,293.52
1191,788570,West Virginia,Monongalia,West Virginia,US,,3216,Protorothyris,298.9,293.52
1192,788570,West Virginia,Monongalia,West Virginia,US,,3217,Protorothyris,298.9,293.52
1193,788570,West Virginia,Monongalia,West Virginia,US,,3218,Protorothyris,298.9,293.52
1194,788570,West Virginia,Monongalia,West Virginia,US,,3219,Protorothyris,298.9,293.52
1195,788570,West Virginia,Monongalia,West Virginia,US,,3220,Protorothyris,298.9,293.52
1196,788570,West Virginia,Monongalia,West Virginia,US,,3221,Protorothyris,298.9,293.52
1197,788638,Thuringia,Gotha,Thuringia,DE,,3207,Thuringothyris,290.1,283.5
1198,788638,Thuringia,Gotha,Thuringia,DE,,3208,Thuringothyris,290.1,283.5
1199,788638,Thuringia,Gotha,Thuringia,DE,,3209,Thuringothyris,290.1,283.5
1200,788638,Thuringia,Gotha,Thuringia,DE,,3210,Thuringothyris,290.1,283.5
1201,788638,Thuringia,Gotha,Thuringia,DE,,3211,Thuringothyris,290.1,283.5
1202,788638,Thuringia,Gotha,Thuringia,DE,,3212,Thuringothyris,290.1,283.5
1203,788638,Thuringia,Gotha,Thuringia,DE,,3213,Thuringothyris,290.1,283.5
